version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 11 Pro,1709479874786,2024-03-03_15-31-14,Europe/Budapest,ios,1.29,96863a3c-485b-455a-bf0a-19a48cc044bc,Accelerometer|Gravity|Gyroscope|Orientation|Location|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0||10|10,false
