time,seconds_elapsed,z,y,x
1728303244625598500,0.029598388671875,0.007232879288494587,0.0073165022768080235,-0.0036216326989233494
1728303244635658500,0.039658447265625,0.006107693538069725,0.02159557305276394,-0.010512029752135277
1728303244645718500,0.049718505859375,0.005578523501753807,0.007113036699593067,-0.00027803401462733746
1728303244655778600,0.059778564453125,0.005548696033656597,0.009015599265694618,-0.010820423252880573
1728303244665838600,0.069838623046875,0.001005343277938664,0.018632540479302406,-0.016829580068588257
1728303244675898600,0.079898681640625,0.004297809209674597,0.01005183532834053,-0.002936667762696743
1728303244685958700,0.089958740234375,0.009890181012451649,-0.0019403791520744562,-0.010482202284038067
1728303244696018400,0.100018310546875,0.0030959248542785645,-0.00634897593408823,-0.012425243854522705
1728303244706078500,0.110078369140625,0.006098638754338026,-0.01468520238995552,-0.006353769451379776
1728303244716138500,0.120138427734375,0.008742624893784523,-0.015966182574629784,-0.01062388252466917
1728303244726198500,0.130198486328125,0.004985969979315996,-0.012119246646761894,-0.01091842819005251
1728303244736258600,0.140258544921875,0.010188722051680088,-0.03471750020980835,-0.002769953804090619
1728303244746318600,0.150318603515625,0.012113387696444988,-0.033845581114292145,-0.008993761613965034
1728303244756378600,0.160378662109375,0.006058691535145044,-0.01489346195012331,-0.005149221979081631
1728303244766438400,0.1704384765625,0.010573548264801502,-0.02443104051053524,0.0015510249650105834
1728303244776498400,0.18049853515625,0.012108860537409782,-0.016277506947517395,-0.006907174363732338
1728303244786558700,0.190558837890625,0.006287723314017057,-0.01979367807507515,-0.003579022129997611
1728303244796618500,0.200618408203125,0.011232946999371052,-0.012405803427100182,0.0015030881622806191
1728303244806678500,0.210678466796875,0.014312893152236938,-0.004449076950550079,-0.0033907366450875998
1728303244816738600,0.220738525390625,0.0018674085149541497,-0.00430100504308939,-0.00037816885742358863
1728303244826798300,0.23079833984375,0.005306880921125412,-0.017342237755656242,0.0067846691235899925
1728303244836858600,0.240858642578125,0.010293916799128056,0.003637877991423011,-0.009473929181694984
1728303244846918700,0.250918701171875,0.004022704903036356,0.004765193909406662,-0.0035137746017426252
1728303244856978700,0.260978759765625,0.0096273273229599,-0.005803028121590614,0.003067961661145091
1728303244867038500,0.27103857421875,0.00902784988284111,-0.010063553228974342,-0.002285258611664176
1728303244877098500,0.281098388671875,-0.00045806370326317847,0.00726403808221221,0.0012500877492129803
1728303244887158500,0.291158447265625,0.00577826052904129,-0.007535147946327925,0.002412823960185051
1728303244897218600,0.301218505859375,0.007249124348163605,0.02196655236184597,-0.005102616734802723
1728303244907278600,0.311278564453125,0.0028298748657107353,0.009090700186789036,0.009953830391168594
1728303244917338600,0.321338623046875,0.00520754512399435,-0.008777512237429619,0.0034589136485010386
1728303244927398400,0.3313984375,-0.0013281183782964945,0.006163886282593012,0.001600559800863266
1728303244937458400,0.34145849609375,-0.006010488141328096,0.010134126991033554,-0.0013853764394298196
1728303244947518500,0.3515185546875,-0.022295719012618065,0.003260508179664612,-0.028803952038288116
1728303244957578800,0.361578857421875,-0.07323826104402542,-0.01726767048239708,-0.09455367177724838
1728303244967638500,0.371638427734375,-0.14412921667099,-0.021327393129467964,-0.19675913453102112
1728303244977698600,0.381698486328125,-0.21533069014549255,-0.0749296322464943,-0.32990148663520813
1728303244987757600,0.391757568359375,0.005248824134469032,-0.3324679732322693,0.10363611578941345
1728303244997817600,0.401817626953125,-0.04788709804415703,-0.06856787204742432,0.022478677332401276
1728303245007877600,0.411877685546875,-0.010811635293066502,0.0016080166678875685,-0.00512871565297246
1728303245017937700,0.421937744140625,0.0055063520558178425,0.007696801796555519,-0.002769953804090619
1728303245027997400,0.43199755859375,0.009863017126917839,-0.014183463528752327,0.008146876469254494
1728303245038057500,0.442057373046875,0.008812399581074715,-0.003479952458292246,-0.006855775602161884
1728303245048117800,0.45211767578125,0.0046544065698981285,-0.007750864140689373,-0.004225105047225952
1728303245058177500,0.462177490234375,0.009929596446454525,-0.019902069121599197,-0.002127066720277071
1728303245068237600,0.472237548828125,0.006557767745107412,-0.026667563244700432,-0.008837966248393059
1728303245078297600,0.482297607421875,0.0021576930303126574,-0.021379590034484863,-0.010853713378310204
1728303245088357400,0.492357421875,0.007290669716894627,-0.01666020229458809,-0.009876333177089691
1728303245098417400,0.50241748046875,0.007415305823087692,-0.0448918417096138,-0.008098673075437546
1728303245108477700,0.512477783203125,0.0005432848702184856,-0.035172633826732635,-0.012547483667731285
1728303245118537700,0.522537841796875,0.0035606464371085167,-0.0629802942276001,-0.003385144053027034
1728303245128597500,0.532597412109375,0.0067873322404921055,-0.037154294550418854,-0.006672816351056099
1728303245138657500,0.542657470703125,0.004520449787378311,-0.022484801709651947,-0.017428524792194366
1728303245148717600,0.552717529296875,0.002835467690601945,-0.057321611791849136,-0.005405950825661421
1728303245158777600,0.562777587890625,0.006258961278945208,-0.048762477934360504,-0.013461479917168617
1728303245168837600,0.572837646484375,0.000143544384627603,-0.02941807545721531,-0.008245146833360195
1728303245178897700,0.582897705078125,0.0068448567762970924,-0.02400094084441662,-0.006142847239971161
