version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 11 Pro,1728303244596,2024-10-07_12-14-04,Europe/Budapest,ios,1.38,96863a3c-485b-455a-bf0a-19a48cc044bc,Accelerometer|Gravity|Gyroscope|Orientation|Location|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|0||10|10,false
