time,seconds_elapsed,z,y,x
1728303244752605400,0.15660546875,-0.521502246671915,0.09233795496025123,0.14125530413333326
1728303244762665500,0.16666552734375,-0.02663198633790016,0.24423211460830643,0.2226099740553647
1728303244772725500,0.1767255859375,-0.12415887911021709,0.26089034914355724,-0.005885404776781797
1728303244782785500,0.18678564453125,-0.3587672609299421,0.29442736562956123,0.07268630162952468
1728303244792845600,0.196845458984375,0.10602584104835987,0.15263616452123968,-0.038184221237339076
1728303244802905600,0.206905517578125,-0.20266893672347067,0.26335303119635206,-0.091699666189868
1728303244812965600,0.216965576171875,-0.143417121809721,0.18857110899444668,-0.2992519362417981
1728303244823025400,0.227025390625,0.1570411580145359,0.14462067978004925,-0.07221910424288362
1728303244833085400,0.23708544921875,-0.17260580689311025,0.11169642489752732,-0.2746295726932585
1728303244843145700,0.247145751953125,-0.16319968064427376,0.08880905018174089,-0.3432776500489563
1728303244853205500,0.25720556640625,0.44281800153553486,0.11197836537775582,-0.19650097041195258
1728303244863265500,0.267265625,-0.011942366728186606,0.10687909687682985,-0.4322155781742185
1728303244873325600,0.27732568359375,0.007059855383634567,-0.00026829554736614226,-0.3137374481141567
1728303244883385600,0.287385498046875,0.2395902618855238,0.1467277167955879,-0.25562400784688066
1728303244893445400,0.2974453125,-0.06984685868620873,0.07139537133642006,-0.3627341917995363
1728303244903505700,0.307505615234375,0.4863146134346723,-0.2037458817726001,-0.3976252532429993
1728303244913565700,0.317565673828125,0.45039808140099047,0.2785745291930623,-0.2993471402445808
1728303244923625500,0.32762548828125,-0.2573760939449072,0.08313941618064417,-0.25950749821672214
1728303244933685500,0.337685546875,0.21650456985235214,-0.08174421722888946,-0.24563230026243252
1728303244943745500,0.34774560546875,0.4789519757121801,0.20131832583211362,-0.16880849696937947
1728303244953805600,0.3578056640625,0.23801029921770095,0.37708471564799545,-0.402369707823731
1728303244963865600,0.367865478515625,0.34334932704567905,0.8735665758971124,-0.3326937852576375
1728303244973925600,0.377925537109375,0.7108230415225029,1.3475439050018787,-0.45510618602670727
1728303244983985700,0.387985595703125,0.5290501778334379,1.494856572945416,-0.6292301423978061
1728303244994045400,0.39804541015625,-1.2260697349309921,0.7414318225368857,-0.3654506842166185
1728303245004104700,0.408104736328125,-1.6248264764219522,-1.875518124166876,0.983216087335348
1728303245014164500,0.41816455078125,0.8406061902552843,-1.523745106038451,0.9945420757308602
1728303245024224500,0.428224609375,0.043916883137822146,-0.845517708498612,0.5606116564627737
1728303245034284500,0.438284423828125,0.003973579806089401,0.482832835733518,-0.14333791909366844
1728303245044344600,0.448344482421875,-0.5369704494386911,0.017318447443074547,0.2373232485353015
1728303245054404600,0.458404541015625,0.03029401597678661,0.12206788904718123,0.11639757919264956
1728303245064464600,0.468464599609375,-0.22616379407942294,0.17089834538809953,0.026236995670944452
1728303245074524700,0.478524658203125,-0.8324690610289573,0.22297794885123148,0.12040319810481741
1728303245084584400,0.48858447265625,0.2694797887146473,-0.05480050719385035,0.14743656831784174
1728303245094644500,0.49864453125,0.18076631699502468,0.22926723998747764,0.09244712355630472
1728303245104704500,0.50870458984375,-0.4457254134148359,-0.0011292049593292176,-0.00489405565187335
1728303245114764500,0.5187646484375,0.12787760737240314,-0.021367672601528463,0.15900489583555608
1728303245124824600,0.528824462890625,-0.0818558609098196,0.10514436377240344,0.1658956782625988
1728303245134884600,0.538884521484375,0.18513737168610095,-0.10827270665969699,0.02802598884641193
1728303245144944400,0.5489443359375,0.384482132422924,0.01826923622873146,0.07264414298823103
1728303245155004400,0.55900439453125,-0.076937109208107,0.0704586887079291,0.06776969621912576
1728303245165064400,0.569064453125,-0.16278233201503753,-0.055224171399441545,0.06302753406018019
1728303245175124700,0.579124755859375,0.7859428721755742,0.030399892070633358,-0.0699599728050176
1728303245185184500,0.5891845703125,0.37102234686911106,-0.06540230493408161,-0.13843634685561992
1728303245195244500,0.59924462890625,0.0874848067075014,-0.1748344061953947,-0.2615981686193496
1728303245205304600,0.6093046875,0.5585632725656032,-0.10361618609074502,-0.2535063215731643
1728303245215364400,0.6193642578125,0.292977568680048,0.012426912541850469,-0.25823928664550183
1728303245225424600,0.629424560546875,0.44889469110071656,-0.2861107516504824,-0.550000794066675
1728303245235484700,0.639484619140625,0.9417910210132598,-0.019107760278950444,-0.44704888057094067
1728303245245544400,0.64954443359375,-0.06525017854571342,0.022599949776264838,-0.4214584757078439
1728303245255604500,0.6596044921875,-0.05566811120808124,-0.1865655413256958,-0.3806618069497868
1728303245265664500,0.66966455078125,1.0526888520121573,-0.10348320736084132,-0.478711773748137
1728303245275724500,0.679724609375,0.2786199575036764,0.18191872016685082,-0.3609693740841001
1728303245285784600,0.68978466796875,-0.19616846878826616,-0.22559889020565896,-0.4566822031717747
1728303245295844600,0.6998447265625,0.3214326787918806,-0.006971839173464104,-0.12746930969930254
1728303245305904600,0.709904541015625,0.00854629454910755,0.13725674514961428,-0.23320567541494963
1728303245315964400,0.71996435546875,0.08321253621578216,-0.16873954165270552,-0.4534959743510931
1728303245326024400,0.7300244140625,0.18435235878825187,0.026590444184537043,-0.037354035757202655
1728303245336084500,0.74008447265625,-0.29552433055341243,0.1475137069409713,-0.10449607419781386
1728303245346144500,0.75014453125,-0.5250649075895547,-0.036886500443844124,-0.2204218528939411
1728303245356204500,0.76020458984375,0.1810574088960886,0.031242704136902465,-0.04034271444547921
1728303245366264600,0.7702646484375,-0.22237083153724668,0.1396036644687876,0.00537974767643027
1728303245376324600,0.78032470703125,-0.49772155811190605,-0.0699871576394653,-0.0035010486572049555
1728303245386384400,0.79038427734375,-0.015607903498411178,-0.11706033568400889,0.0944749761220999
1728303245396444700,0.800444580078125,-0.500284102076292,-0.025809719302738083,0.12392875101561657
1728303245406504700,0.810504638671875,0.028364509218931196,-0.0960430382895749,0.03658211980294436
1728303245416564500,0.820564453125,0.34496669911444183,-0.09753491168199106,0.02349821835681796
1728303245426624500,0.83062451171875,-0.16574819608330726,-0.19639535461300983,-0.0017732567502185702
1728303245436684500,0.8406845703125,0.03265957606434822,-0.1743687979776412,-0.009603164924588055
1728303245446744300,0.850744384765625,0.7294932552009821,-0.06592479900480247,-0.06956149327303282
1728303245456804600,0.8608046875,0.1493377440303564,-0.19089925968106836,-0.062283876086026424
1728303245466865200,0.870865234375,0.12028349898159503,-0.2648853370638564,-0.058995803459221494
1728303245476925200,0.88092529296875,0.8310445811837911,-0.1622008058000356,-0.2021107548514381
1728303245486984000,0.89098388671875,-0.014561024793982505,-0.11953790477868169,-0.15394516476057468
1728303245497044000,0.9010439453125,0.4865677114129066,-0.15833740837015212,-0.11649125795862637
1728303245507104300,0.911104248046875,0.814696088451147,-0.07670398543882183,-0.19609752244390546
1728303245517164300,0.921164306640625,0.028956629893183705,-0.14641875131111592,-0.37691341420169916
1728303245527224000,0.93122412109375,-0.08760112656354904,-0.21224912263127044,-0.2366737716506235
1728303245537284000,0.9412841796875,0.7844938424110413,0.047042431279830633,-0.06113474258352071
1728303245547344100,0.95134423828125,0.07686521301567555,-0.04528621699595824,-0.21147616549739612
1728303245557404200,0.961404052734375,0.05696574980318546,-0.1451560104994569,-0.2224269091060385
1728303245567464200,0.971464111328125,0.3713613695651293,-0.06194785819784738,-0.019840326036931945
1728303245577524200,0.981524169921875,-0.4406973561197519,0.05809234268032014,0.11247098946659825
1728303245587584000,0.991583984375,-0.01227729777097702,-0.1486102152070962,0.022599716880824416
1728303245597644000,1.00164404296875,0.7483212897896766,0.016933060288103298,0.05141722143110819
1728303245607704000,1.0117041015625,-0.06526479159295559,-0.019610672866366804,-0.03343457902483642
1728303245617764400,1.021764404296875,-0.24244506679475306,-0.11619863168760203,-0.016496568566979838
1728303245627824000,1.03182421875,0.2713905907720327,-0.16544870168007908,0.09546435248563065
1728303245637884200,1.04188427734375,-0.1444663386017084,0.004725731613952666,-0.09005156105612404
1728303245647944200,1.051944091796875,-0.06099719727635383,-0.11082827289402485,-0.07457156738685443
1728303245658004000,1.06200390625,0.4350006057828665,-0.13579519383022562,0.015246668970584869
1728303245668064000,1.07206396484375,0.03018646394908428,-0.09947209028964861,-0.1351838387325406
1728303245678124300,1.082124267578125,0.006042202773690223,-0.09916427558264694,-0.13877752497610635
1728303245688184000,1.09218408203125,0.3932417774617672,-0.09060599833480082,-0.16562583007896317
1728303245698244000,1.102244140625,-0.2378250057786703,-0.20552569612776858,-0.2051753117875196
1728303245708304100,1.11230419921875,0.14832476759552954,-0.1945627140920609,-0.2389942687537521
