lat,lon,std_acc_x,median_acc_x,std_acc_y,median_acc_y,std_acc_z,median_acc_z,std_gyr_x,median_gyr_x,std_gyr_y,median_gyr_y,std_gyr_z,median_gyr_z
46.8368184912605,16.847252000924545,0.007881685272436573,0.0031028927574937083,0.10602313281901254,0.03354990938757469,0.01410953484267453,0.021247992552053813,0.018653530228249816,0.0006664886499002046,0.021801087338412833,0.007117885288202843,0.002146020487932501,0.00046494339851141305
46.83682509961203,16.847330134890463,0.007881685272436573,0.0031028927574937083,0.10602313281901254,0.03354990938757469,0.01410953484267453,0.021247992552053813,0.018653530228249816,0.0006664886499002046,0.021801087338412833,0.007117885288202843,0.002146020487932501,0.00046494339851141305
46.83682597411914,16.84734820334718,0.007881685272436573,0.0031028927574937083,0.10602313281901254,0.03354990938757469,0.01410953484267453,0.021247992552053813,0.018653530228249816,0.0006664886499002046,0.021801087338412833,0.007117885288202843,0.002146020487932501,0.00046494339851141305
46.83682550657169,16.847334532243686,0.007881685272436573,0.0031028927574937083,0.10602313281901254,0.03354990938757469,0.01410953484267453,0.021247992552053813,0.018653530228249816,0.0006664886499002046,0.021801087338412833,0.007117885288202843,0.002146020487932501,0.00046494339851141305
46.8368252861164,16.84732808603475,0.007881685272436573,0.0031028927574937083,0.10602313281901254,0.03354990938757469,0.01410953484267453,0.021247992552053813,0.018653530228249816,0.0006664886499002046,0.021801087338412833,0.007117885288202843,0.002146020487932501,0.00046494339851141305
46.836825244929365,16.847326881749495,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524492945,16.847326881749495,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.836825244929685,16.847326881749495,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.836825244929436,16.8473268817495,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524493012,16.84732688174943,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524492944,16.8473268817495,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524493159,16.84732688174934,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.836825244932555,16.84732688174927,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524493013,16.84732688174944,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.836825244929685,16.84732688174949,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524493154,16.84732688174929,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.836825244930246,16.84732688174947,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.83682524493017,16.8473268817494,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
46.836825244929685,16.84732688174948,0.00023318001850915099,0.0018011390658979353,4.599447477073808e-05,9.974199022240179e-05,0.0024089124595018823,0.02037820468277492,6.528535891263577e-05,0.00047581095813458026,0.0010048756524617146,0.0060546928000722155,5.208378012416488e-05,0.0003075629322630369
