time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1728470326223364400,-0.2656357421875,203.13546628610766,1.1882379639731282,9.123406864501895,46.84759230072573,158.54546613351977,308.2818315654681,8.291938069906791,7.502025530761906,16.827548591508005,4.086981296539307
1728470327173355500,0.68435546875,202.88195699939544,1.1991596724484235,7.987904341557043,46.84761776242367,158.29195684680755,297.4702506072387,8.171192219369399,7.523318764822997,16.827495395609088,5.774557113647461
1728470328123344000,1.63434375,202.64763659916474,1.2725061976916399,6.185478752569421,46.84764472652853,158.05763644657685,294.8459381352295,7.866197714493489,7.55146509044074,16.827416223060823,7.559411525726318
1728470329073340000,2.58433984375,202.4449257599599,1.0807504965289545,4.74383512878622,46.847674229582054,157.854925607372,293.3143794216342,7.675822551938141,7.565703754172917,16.82732509992355,7.559411525726318
1728470330023328300,3.534328369140625,202.23467679760557,0.8461520106096874,3.6188530782793547,46.847705558280644,157.64467664501768,290.7239074707031,7.480573821296601,7.576385694298359,16.827225200310263,8.572182655334473
1728470331000316700,4.511316650390625,202.23468234203756,0.8461520110153798,3.618853078279419,46.84773398970083,157.64468218944967,290.7239074707031,7.480573821299982,7.576385694295021,16.82712351965183,8.572182655327103
1728470332000311300,5.511311279296875,202.08291605580598,1.1536121309577891,6.097700178986779,46.84777082347138,157.4929159032181,292.6531982421875,8.475542020156206,8.800249221779874,16.827021179973233,8.616473197929169
1728470333000298500,6.511298583984375,202.21443627029657,0.3695450807468711,1.04415411478807,46.84780199312737,157.62443611770868,292.6531982421875,7.19090534507158,7.643186662189138,16.826907570362525,9.069249153128066
1728470334000280800,7.51128076171875,202.22709312383085,0.3660786773140875,1.0613871127462504,46.8478373218951,157.63709297124296,292.6531982421875,6.77713881136642,7.532544051241682,16.8267861394092,9.660949707020198
1728470335000269000,8.51126904296875,202.1523719104007,0.307972207882584,1.0000000000004694,46.84787057364513,157.5623717578128,292.6531982421875,7.308001212887216,8.461632406394488,16.826667861325443,9.660949707020198
1728470336000257000,9.511257080078124,202.06702655367553,0.3079722078826219,0.9999999999997465,46.84790448155084,157.47702640108764,292.4304504394531,6.371057362537711,7.436175282189338,16.82655179164734,9.660949707020196
1728470337000240400,10.511240478515624,202.08345351647586,0.32044431167507736,0.9999999999996945,46.847939459055596,157.49345336388797,292.4304504394531,8.819333605801711,10.587320353492677,16.826435320261947,9.716199874866685
1728470338000227000,11.51122705078125,202.00915462337434,0.4168525569027749,1.21012666912241,46.8479798231053,157.41915447078645,292.4304504394531,10.501153559358862,12.712616482804385,16.826292552682705,10.844284057601554
1728470339000223700,12.5112236328125,202.05730473715812,0.307972208458022,0.9999999999997817,46.84801995830862,157.46730458457023,293.1756896972656,7.67159993330798,9.41559135517788,16.826149225255474,11.379174232464852
1728470340000221700,13.5112216796875,202.0571894198656,0.30797220845363005,0.9999999999998813,46.848057522463655,157.46718926727772,293.51824951171875,7.784385951642837,9.73672022400596,16.82600726216342,11.367233276349186
1728470341000217900,14.5112177734375,202.06052995007485,0.41178999164056146,1.0633143418088697,46.84809863409704,157.47052979748696,293.51824951171875,5.770924871555955,7.300135965080855,16.825862889057497,11.37917423246485
1728470342000215600,15.511215576171875,202.08073963504285,0.30797220869055736,1.0000000000001834,46.84814630092596,157.49073948245496,293.51824951171875,15.16267644678127,19.53950174552267,16.825703787974422,12.003649711587686
1728470343000214500,16.511214599609374,202.12624457944185,0.3079722086893891,0.9999999999998903,46.84818564844446,157.53624442685395,294.50933837890625,9.814607800563481,12.894752651828984,16.825550723670823,12.000299453714167
1728470344000212700,17.511212646484374,202.15812608413398,0.3079722086895504,0.9999999999997656,46.84822915767812,157.5681259315461,294.50933837890625,5.970582579830122,7.816695110164098,16.825409655665574,12.000299453714165
1728470345000212500,18.51121240234375,202.17549493070692,0.30797220851474594,0.9999999999997448,46.84827077796062,157.58549477811903,295.6548767089844,11.715613650241597,15.292425407557545,16.82527898132518,11.533482551555897
1728470346000211700,19.511211669921874,202.56325824838132,0.3079722084462696,0.9999999999996382,46.84831777217079,157.97325809579343,297.4004821777344,8.127873466252261,10.664258196593854,16.825151286314206,11.34454822538493
1728470347000210000,20.5112099609375,202.6259377077222,0.3079722083085934,1.0000000000000797,46.84835950022815,158.0359375551343,297.4004821777344,6.548812990643794,8.617552635458301,16.825027832929436,10.95700550077733
1728470348000210000,21.5112099609375,202.5813912106678,0.30797220819813687,1.0000000000002485,46.848404549067254,157.9913910580799,298.6160583496094,5.311600288856328,7.0410466529058,16.82490667406957,10.635270118698626
1728470349000210000,22.5112099609375,202.6805580286309,0.30797220819809634,0.9999999999999173,46.84844834719543,158.09055787604302,298.6160583496094,5.2956641710803085,7.065872490106541,16.824782877318363,10.635270118698632
1728470350000210000,23.5112099609375,202.58618111163378,0.3079722081026926,0.9999999999999293,46.848494452552636,157.9961809590459,298.6160583496094,5.028722099758056,6.949557405702925,16.82466700246342,10.349169731126544
1728470351000210000,24.5112099609375,202.12168723158538,1.8653425993957324,9.002177754007196,46.848566108724185,157.5316870789975,298.6160583496094,4.930878122342798,3.0839873500697106,16.8245378509552,10.270646169636347
1728470352000210200,25.511210205078125,201.9654048504308,1.886708335485267,8.725758492559864,46.84861347309503,157.3754046978429,298.6160583496094,4.9175592603708855,3.1051808246106036,16.82440850329746,10.410670320639653
